,experiment_accession,study_accession,age,missing_metadata,cell_line,differentiated
1206,SRX1053695,SRP059244,50,False,False,False
1207,SRX2332394,SRP059244,50,False,False,False
1208,SRX1053687,SRP059244,50,False,False,False
1209,SRX1053671,SRP059244,50,False,False,False
1210,SRX1053657,SRP059244,50,False,False,False
1211,SRX1053676,SRP059244,50,False,False,False
1212,SRX1053646,SRP059244,50,False,False,False
1213,SRX1053552,SRP059244,50,False,False,False
1214,SRX2332396,SRP059244,50,False,False,False
1215,SRX2332398,SRP059244,50,False,False,False
1216,SRX1184444,SRP063355,51,False,False,False
1217,SRX1565278,SRP069244,51,False,False,False
1218,SRX273429,SRP022043,51,False,False,False
1219,SRX680558,SRP045500,52,False,False,False
1220,SRX680553,SRP045500,52,False,False,False
1221,SRX680555,SRP045500,52,False,False,False
1222,SRX680559,SRP045500,52,False,False,False
1223,SRX680542,SRP045500,52,False,False,False
1224,SRX680556,SRP045500,52,False,False,False
1225,SRX680552,SRP045500,52,False,False,False
1226,SRX680561,SRP045500,52,False,False,False
1227,SRX680554,SRP045500,52,False,False,False
1228,SRX680543,SRP045500,52,False,False,False
1229,SRX1998428,SRP080879,52,False,False,False
1230,SRX680557,SRP045500,52,False,False,False
1231,SRX680560,SRP045500,52,False,False,False
1232,SRX1998449,SRP080879,52,False,False,False
1233,DRX057110,DRP001150,53,False,False,False
1234,SRX1858249,SRP076773,55,False,False,False
1235,SRX273430,SRP022043,55,False,False,False
1236,SRX1184434,SRP063355,55,False,False,False
1237,SRX1287266,SRP064149,56,False,False,False
1238,SRX1283713,SRP064149,56,False,False,False
1239,SRX1287135,SRP064149,56,False,False,False
1240,SRX273449,SRP022043,56,False,False,False
1241,SRX1287132,SRP064149,56,False,False,False
1242,SRX1287268,SRP064149,56,False,False,False
1243,SRX1287267,SRP064149,56,False,False,False
1244,SRX1565291,SRP069244,57,False,False,False
1245,SRX1565300,SRP069244,57,False,False,False
1246,SRX273435,SRP022043,57,False,False,False
1247,SRX273450,SRP022043,57,False,False,False
1248,SRX1565276,SRP069244,59,False,False,False
1249,SRX680586,SRP045500,59,False,False,False
1250,SRX680587,SRP045500,59,False,False,False
1251,SRX680592,SRP045500,59,False,False,False
1252,SRX273481,SRP022043,59,False,False,False
1253,SRX680588,SRP045500,59,False,False,False
1254,SRX680590,SRP045500,59,False,False,False
1255,SRX1565294,SRP069244,59,False,False,False
1256,SRX680589,SRP045500,59,False,False,False
1257,SRX680591,SRP045500,59,False,False,False
1258,SRX273453,SRP022043,60,False,False,False
1259,SRX273472,SRP022043,60,False,False,False
1260,SRX273466,SRP022043,60,False,False,False
1261,SRX273476,SRP022043,60,False,False,False
1262,SRX1565286,SRP069244,60,False,False,False
1263,SRX273455,SRP022043,60,False,False,False
1264,SRX273468,SRP022043,60,False,False,False
1265,SRX273464,SRP022043,60,False,False,False
1266,SRX273452,SRP022043,60,False,False,False
1267,SRX273469,SRP022043,61,False,False,False
1268,SRX273457,SRP022043,61,False,False,False
1269,SRX1184446,SRP063355,61,False,False,False
1270,SRX273428,SRP022043,61,False,False,False
1271,SRX1565270,SRP069244,62,False,False,False
1272,SRX273447,SRP022043,62,False,False,False
1273,SRX273461,SRP022043,63,False,False,False
1274,SRX273477,SRP022043,63,False,False,False
1275,SRX273459,SRP022043,63,False,False,False
1276,SRX273483,SRP022043,63,False,False,False
1277,SRX273445,SRP022043,63,False,False,False
1278,SRX395490,SRP034586,64,False,False,False
1279,SRX273462,SRP022043,64,False,False,False
1280,SRX273478,SRP022043,64,False,False,False
1281,SRX273479,SRP022043,65,False,False,False
1282,SRX1565302,SRP069244,66,False,False,False
1283,SRX1506799,SRP067878,66,False,False,False
1284,SRX1565274,SRP069244,66,False,False,False
1285,SRX1565301,SRP069244,66,False,False,False
1286,SRX273467,SRP022043,66,False,False,False
1287,SRX1565285,SRP069244,67,False,False,False
1288,SRX273419,SRP022043,68,False,False,False
1289,SRX1565275,SRP069244,68,False,False,False
1290,SRX273440,SRP022043,68,False,False,False
1291,SRX1565292,SRP069244,68,False,False,False
1292,SRX273444,SRP022043,69,False,False,False
1293,SRX273439,SRP022043,69,False,False,False
1294,SRX273431,SRP022043,70,False,False,False
1295,SRX1565269,SRP069244,70,False,False,False
1296,SRX273437,SRP022043,70,False,False,False
1297,SRX273441,SRP022043,71,False,False,False
1298,SRX273463,SRP022043,71,False,False,False
1299,SRX273471,SRP022043,71,False,False,False
1300,SRX273443,SRP022043,72,False,False,False
1301,SRX273434,SRP022043,72,False,False,False
1302,SRX1565298,SRP069244,72,False,False,False
1303,SRX273482,SRP022043,72,False,False,False
1304,SRX273426,SRP022043,72,False,False,False
1305,SRX273421,SRP022043,74,False,False,False
1306,SRX273480,SRP022043,74,False,False,False
1307,SRX273418,SRP022043,74,False,False,False
1308,SRX273442,SRP022043,74,False,False,False
1309,SRX273470,SRP022043,74,False,False,False
1310,SRX273438,SRP022043,75,False,False,False
1311,SRX273465,SRP022043,75,False,False,False
1312,SRX273424,SRP022043,75,False,False,False
1313,SRX273420,SRP022043,75,False,False,False
1314,SRX273460,SRP022043,75,False,False,False
1315,SRX273436,SRP022043,75,False,False,False
1316,SRX1565284,SRP069244,75,False,False,False
1317,SRX273448,SRP022043,75,False,False,False
1318,SRX273422,SRP022043,76,False,False,False
1319,SRX273451,SRP022043,76,False,False,False
1320,SRX273454,SRP022043,76,False,False,False
1321,SRX273475,SRP022043,76,False,False,False
1322,SRX273427,SRP022043,76,False,False,False
1323,SRX273417,SRP022043,77,False,False,False
1324,SRX273425,SRP022043,77,False,False,False
1325,SRX273458,SRP022043,77,False,False,False
1326,SRX273432,SRP022043,78,False,False,False
1327,SRX273485,SRP022043,78,False,False,False
1328,SRX273484,SRP022043,78,False,False,False
1329,SRX273486,SRP022043,79,False,False,False
1330,SRX273423,SRP022043,79,False,False,False
1331,SRX680573,SRP045500,80,False,False,False
1332,SRX680578,SRP045500,80,False,False,False
1333,SRX680579,SRP045500,80,False,False,False
1334,SRX680574,SRP045500,80,False,False,False
1335,SRX273446,SRP022043,80,False,False,False
1336,SRX680575,SRP045500,80,False,False,False
1337,SRX680577,SRP045500,80,False,False,False
1338,SRX680576,SRP045500,80,False,False,False
1339,SRX273473,SRP022043,80,False,False,False
1340,SRX273433,SRP022043,81,False,False,False
1341,SRX273474,SRP022043,81,False,False,False
1342,SRX273456,SRP022043,83,False,False,False
1343,SRX390066,SRP033696,85,False,False,False
1344,SRX390065,SRP033696,85,False,False,False
1345,SRX1542630,SRP068803,100,False,False,False
1346,SRX1542629,SRP068803,100,False,False,False
1347,SRX1542628,SRP068803,100,False,False,False
